Curs Acadèmic,Tipus universitat,Sigles,Tipus Estudi,Branca,Sexe,Integrat S/N,Taxa rendiment,% Abandonament a primer curs
19-20,PÚBLICA,UdG,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.8578233418327239,0.009803921568627449
19-20,PÚBLICA,UdL,grau,Arts i humanitats,DONA,Integrat,0.6604909770039991,0.258956043956044
19-20,PÚBLICA,UdL,grau,Arts i humanitats,HOME,Integrat,0.750407917827981,0.12423280423280421
19-20,PÚBLICA,UdL,grau,Ciències,DONA,Integrat,0.908174849608182,0.039351851851851846
19-20,PÚBLICA,UdL,grau,Ciències,HOME,Integrat,0.8515461170010805,0.07846153846153844
19-20,PÚBLICA,UdL,grau,Ciències de la salut,DONA,Adscrit,0.928017718715393,0.0555555555555556
19-20,PÚBLICA,UdL,grau,Ciències de la salut,DONA,Integrat,0.9459717709717109,0.06533892837002446
19-20,PÚBLICA,UdL,grau,Ciències de la salut,HOME,Adscrit,0.878167938931298,0.0957446808510638
19-20,PÚBLICA,UdL,grau,Ciències de la salut,HOME,Integrat,0.864034343874401,0.11442099567099569
19-20,PÚBLICA,UdL,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9420642723278749,0.0625
19-20,PÚBLICA,UdL,grau,Ciències socials i jurídiques,DONA,Integrat,0.892153933433844,0.07165033708831661
19-20,PÚBLICA,UdL,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8585224122911226,0.0833333333333335
19-20,PÚBLICA,UdL,grau,Ciències socials i jurídiques,HOME,Integrat,0.8486795440488699,0.1258872889035593
19-20,PÚBLICA,UdL,grau,Enginyeria i arquitectura,DONA,Integrat,0.8038853679972436,0.136780753968254
19-20,PÚBLICA,UdL,grau,Enginyeria i arquitectura,HOME,Integrat,0.7986562794414644,0.07966813580976424
19-20,PÚBLICA,UdL,màster universitari,Arts i humanitats,DONA,Integrat,0.6265359999721283,0.35555555555555557
19-20,PÚBLICA,UdL,màster universitari,Arts i humanitats,HOME,Integrat,0.3960686031765205,0.181818181818182
19-20,PÚBLICA,UdL,màster universitari,Ciències de la salut,DONA,Integrat,0.9335167060933836,0.035790598290598274
19-20,PÚBLICA,UdL,màster universitari,Ciències de la salut,HOME,Integrat,0.93270633779649,0.04761904761904757
19-20,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.9037027801893902,0.12206632653061229
19-20,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9274805829534761,0.057793209876543176
19-20,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.8961507486442013,0.22630385487528337
19-20,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9421261741262854,0.05091248620660391
19-20,PÚBLICA,UdL,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9444154886870052,0.1944444444444445
19-20,PÚBLICA,UdL,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.8479344748089777,0.2644886363636364
20-21,PRIVADA,UAO,grau,Ciències de la salut,DONA,Integrat,0.961086587436333,0.0759493670886076
20-21,PRIVADA,UAO,grau,Ciències de la salut,HOME,Integrat,0.8939883645766,0.0689655172413793
20-21,PRIVADA,UAO,grau,Ciències socials i jurídiques,DONA,Integrat,0.932120371749976,0.04338814411395056
20-21,PRIVADA,UAO,grau,Ciències socials i jurídiques,HOME,Integrat,0.8980934627400109,0.08093461774953888
20-21,PRIVADA,UAO,màster universitari,Ciències de la salut,DONA,Integrat,0.980926430517711,0.0416666666666667
20-21,PRIVADA,UAO,màster universitari,Ciències de la salut,HOME,Integrat,1.0,0.0
20-21,PRIVADA,UAO,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.908228187861743,0.11960227272727272
20-21,PRIVADA,UAO,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.8984403716672871,0.15029761904761899
20-21,PRIVADA,UIC,grau,Arts i humanitats,DONA,Integrat,0.912931034482759,0.0526315789473684
20-21,PRIVADA,UIC,grau,Arts i humanitats,HOME,Integrat,0.840909090909091,0.0
20-21,PRIVADA,UIC,grau,Ciències de la salut,DONA,Integrat,0.9343221018464288,0.05740849679066377
20-21,PRIVADA,UIC,grau,Ciències de la salut,HOME,Integrat,0.9337977752850781,0.0186868686868687
20-21,PRIVADA,UIC,grau,Ciències socials i jurídiques,DONA,Integrat,0.9549108579773838,0.04945473061019279
20-21,PRIVADA,UIC,grau,Ciències socials i jurídiques,HOME,Integrat,0.8996703472206379,0.08476810545776066
20-21,PRIVADA,UIC,grau,Enginyeria i arquitectura,DONA,Integrat,0.9301975058793694,0.1077777777777778
20-21,PRIVADA,UIC,grau,Enginyeria i arquitectura,HOME,Integrat,0.893235381763728,0.11858974358974364
20-21,PRIVADA,UIC,màster universitari,Ciències de la salut,DONA,Integrat,0.9828221784528742,0.015567765567765563
20-21,PRIVADA,UIC,màster universitari,Ciències de la salut,HOME,Integrat,0.9588326025826026,0.05952380952380949
20-21,PRIVADA,UIC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9682302585604473,0.19693396226415094
20-21,PRIVADA,UIC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9779086538461538,0.13636363636363633
20-21,PRIVADA,UIC,màster universitari,Enginyeria i arquitectura,DONA,Integrat,1.0,0.0
20-21,PRIVADA,UIC,màster universitari,Enginyeria i arquitectura,HOME,Integrat,1.0,0.0
20-21,PRIVADA,URL,grau,Arts i humanitats,DONA,Adscrit,0.919935215829871,0.152941176470588
20-21,PRIVADA,URL,grau,Arts i humanitats,DONA,Integrat,0.9276414394862837,0.04006410256410255
20-21,PRIVADA,URL,grau,Arts i humanitats,HOME,Adscrit,0.849170437405732,0.259259259259259
20-21,PRIVADA,URL,grau,Arts i humanitats,HOME,Integrat,0.7873769244935505,0.12359307359307375
20-21,PRIVADA,URL,grau,Ciències,DONA,Integrat,0.936604706411121,0.0714285714285714
20-21,PRIVADA,URL,grau,Ciències,HOME,Integrat,0.9526748971193415,0.125
20-21,PRIVADA,URL,grau,Ciències de la salut,DONA,Integrat,0.9320039425896246,0.0741282694349846
20-21,PRIVADA,URL,grau,Ciències de la salut,HOME,Integrat,0.8844142400654096,0.10421528511778297
20-21,PRIVADA,URL,grau,Ciències socials i jurídiques,DONA,Integrat,0.9558785468674996,0.036639617878762444
20-21,PRIVADA,URL,grau,Ciències socials i jurídiques,HOME,Integrat,0.9013607532068002,0.07938543428921548
20-21,PRIVADA,URL,grau,Enginyeria i arquitectura,DONA,Integrat,0.7760771335146425,0.1839901477832513
20-21,PRIVADA,URL,grau,Enginyeria i arquitectura,HOME,Integrat,0.7053168789521037,0.12938745506758356
20-21,PRIVADA,URL,màster universitari,Arts i humanitats,DONA,Integrat,1.0,0.0
20-21,PRIVADA,URL,màster universitari,Arts i humanitats,HOME,Integrat,0.884615384615385,0.0
20-21,PRIVADA,URL,màster universitari,Ciències,DONA,Integrat,0.909222019189093,0.02777777777777775
20-21,PRIVADA,URL,màster universitari,Ciències,HOME,Integrat,0.8729250222680718,0.0
20-21,PRIVADA,URL,màster universitari,Ciències de la salut,DONA,Integrat,0.9572049654783831,0.09999999999999999
20-21,PRIVADA,URL,màster universitari,Ciències de la salut,HOME,Integrat,0.9696372936003862,0.06666666666666661
20-21,PRIVADA,URL,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9364997462664874,0.137300854134095
20-21,PRIVADA,URL,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.904336750916518,0.10062356529841851
20-21,PRIVADA,URL,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9030010990791486,0.02
20-21,PRIVADA,URL,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.8601221832601497,0.031221719457013557
20-21,PRIVADA,UVIC-UCC,grau,Arts i humanitats,DONA,Adscrit,0.947471264367816,0.0300751879699248
20-21,PRIVADA,UVIC-UCC,grau,Arts i humanitats,DONA,Integrat,0.91609977324263,0.204878048780488
20-21,PRIVADA,UVIC-UCC,grau,Arts i humanitats,HOME,Adscrit,0.899931553730322,0.0
20-21,PRIVADA,UVIC-UCC,grau,Arts i humanitats,HOME,Integrat,0.918604651162791,0.307692307692308
20-21,PRIVADA,UVIC-UCC,grau,Ciències,DONA,Integrat,0.7579665964933935,0.09935897435897414
20-21,PRIVADA,UVIC-UCC,grau,Ciències,HOME,Integrat,0.714748588603225,0.1
20-21,PRIVADA,UVIC-UCC,grau,Ciències de la salut,DONA,Integrat,0.9138232955114902,0.12379818019910664
20-21,PRIVADA,UVIC-UCC,grau,Ciències de la salut,HOME,Integrat,0.8256839975091269,0.19300805449252612
20-21,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9122828650323075,0.09339223836933945
20-21,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,DONA,Integrat,0.8877396000620317,0.07227954737570119
20-21,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,HOME,Adscrit,0.9082361770838543,0.05063705644201005
20-21,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,HOME,Integrat,0.8782598134546582,0.06643950919527505
20-21,PRIVADA,UVIC-UCC,grau,Enginyeria i arquitectura,DONA,Integrat,0.860644956652758,0.0
20-21,PRIVADA,UVIC-UCC,grau,Enginyeria i arquitectura,HOME,Integrat,0.8626486522680235,0.13863636363636364
20-21,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,DONA,Integrat,0.8807319542890205,0.0769230769230769
20-21,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,HOME,Integrat,0.9390243902439025,0.333333333333333
20-21,PRIVADA,UVIC-UCC,màster universitari,Ciències,DONA,Integrat,0.771173848439822,0.0
20-21,PRIVADA,UVIC-UCC,màster universitari,Ciències,HOME,Integrat,0.666666666666667,0.272727272727273
20-21,PRIVADA,UVIC-UCC,màster universitari,Ciències de la salut,DONA,Integrat,0.9427059950315765,0.02602108036890645
20-21,PRIVADA,UVIC-UCC,màster universitari,Ciències de la salut,HOME,Integrat,0.8717379744764397,0.1
20-21,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,1.0,0.0
20-21,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.892665372953841,0.0576923076923075
20-21,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,1.0,0.0
20-21,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.7801315789473683,0.02083333333333335
20-21,PÚBLICA,UAB,grau,Arts i humanitats,DONA,Adscrit,0.8926835687960899,0.14855072463768149
20-21,PÚBLICA,UAB,grau,Arts i humanitats,DONA,Integrat,0.8484524293167709,0.1170912211861278
20-21,PÚBLICA,UAB,grau,Arts i humanitats,HOME,Adscrit,0.8432131208398514,0.08655462184873935
20-21,PÚBLICA,UAB,grau,Arts i humanitats,HOME,Integrat,0.783092979682499,0.1130799650501973
20-21,PÚBLICA,UAB,grau,Ciències,DONA,Integrat,0.8894848105442091,0.05042864656643102
20-21,PÚBLICA,UAB,grau,Ciències,HOME,Integrat,0.8759535030260088,0.06182637717900609
20-21,PÚBLICA,UAB,grau,Ciències de la salut,DONA,Adscrit,0.9201795744169173,0.06930894308943096
20-21,PÚBLICA,UAB,grau,Ciències de la salut,DONA,Integrat,0.9051697417238536,0.0691452916565173
20-21,PÚBLICA,UAB,grau,Ciències de la salut,HOME,Adscrit,0.8953317174926904,0.049523809523809595
20-21,PÚBLICA,UAB,grau,Ciències de la salut,HOME,Integrat,0.9031650581858306,0.014178361960620027
20-21,PÚBLICA,UAB,grau,Ciències socials i jurídiques,DONA,Adscrit,0.947375417758578,0.10113960113960101
20-21,PÚBLICA,UAB,grau,Ciències socials i jurídiques,DONA,Integrat,0.9233046655137086,0.04960230758860468
20-21,PÚBLICA,UAB,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8930644858978574,0.130265068990559
20-21,PÚBLICA,UAB,grau,Ciències socials i jurídiques,HOME,Integrat,0.8852094731055467,0.08242100004369686
20-21,PÚBLICA,UAB,grau,Enginyeria i arquitectura,DONA,Adscrit,0.8259886771296061,0.2642857142857143
20-21,PÚBLICA,UAB,grau,Enginyeria i arquitectura,DONA,Integrat,0.797846424125948,0.07576530612244896
20-21,PÚBLICA,UAB,grau,Enginyeria i arquitectura,HOME,Adscrit,0.7823284087606779,0.13437169739690735
20-21,PÚBLICA,UAB,grau,Enginyeria i arquitectura,HOME,Integrat,0.7467860532889968,0.10318037980602672
20-21,PÚBLICA,UAB,màster universitari,Arts i humanitats,DONA,Adscrit,0.9772531718840444,0.064516129032258
20-21,PÚBLICA,UAB,màster universitari,Arts i humanitats,DONA,Integrat,0.9369258374879814,0.10828505191250287
20-21,PÚBLICA,UAB,màster universitari,Arts i humanitats,HOME,Adscrit,0.9497607655502396,0.095238095238095
20-21,PÚBLICA,UAB,màster universitari,Arts i humanitats,HOME,Integrat,0.9088968876777562,0.10600048100048098
20-21,PÚBLICA,UAB,màster universitari,Ciències,DONA,Integrat,0.9761150655782803,0.0698630987875174
20-21,PÚBLICA,UAB,màster universitari,Ciències,HOME,Integrat,0.9555265986971153,0.07688067651302942
20-21,PÚBLICA,UAB,màster universitari,Ciències de la salut,DONA,Adscrit,0.9849302404547131,0.03950746965452845
20-21,PÚBLICA,UAB,màster universitari,Ciències de la salut,DONA,Integrat,0.9748577328837875,0.031141843427236016
20-21,PÚBLICA,UAB,màster universitari,Ciències de la salut,HOME,Adscrit,0.9471702532064826,0.015625
20-21,PÚBLICA,UAB,màster universitari,Ciències de la salut,HOME,Integrat,0.9475108225108225,0.061538461538461535
20-21,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.8904779058689655,0.16820169348471237
20-21,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9260401263813929,0.10195203140266422
20-21,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.9573660948412783,0.03343799058084772
20-21,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9420932547447542,0.060456040043625564
20-21,PÚBLICA,UAB,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9416146463160878,0.18484848484848476
20-21,PÚBLICA,UAB,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.8465382270699638,0.21462887989203785
20-21,PÚBLICA,UB,grau,Arts i humanitats,DONA,Adscrit,0.9088507263408363,0.05801678037986345
20-21,PÚBLICA,UB,grau,Arts i humanitats,DONA,Integrat,0.8203814128008395,0.16408099620122427
20-21,PÚBLICA,UB,grau,Arts i humanitats,HOME,Adscrit,0.8556750633490566,0.15444605365873687
20-21,PÚBLICA,UB,grau,Arts i humanitats,HOME,Integrat,0.7933394309569199,0.25417975177835106
20-21,PÚBLICA,UB,grau,Ciències,DONA,Integrat,0.8653766014211678,0.06717912799771333
20-21,PÚBLICA,UB,grau,Ciències,HOME,Integrat,0.8489733578884693,0.06761189279407898
20-21,PÚBLICA,UB,grau,Ciències de la salut,DONA,Adscrit,0.9814910189291386,0.035501567398119105
20-21,PÚBLICA,UB,grau,Ciències de la salut,DONA,Integrat,0.930752714050374,0.055140379493920234
20-21,PÚBLICA,UB,grau,Ciències de la salut,HOME,Adscrit,0.9515953860144,0.04808136846971795
20-21,PÚBLICA,UB,grau,Ciències de la salut,HOME,Integrat,0.8804446685641174,0.06156658719622252
20-21,PÚBLICA,UB,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9365446010592388,0.08874354561101552
20-21,PÚBLICA,UB,grau,Ciències socials i jurídiques,DONA,Integrat,0.8856130115584706,0.07424176254785243
20-21,PÚBLICA,UB,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8888434291305672,0.0909097493843255
20-21,PÚBLICA,UB,grau,Ciències socials i jurídiques,HOME,Integrat,0.8590178712258218,0.10799344501828563
20-21,PÚBLICA,UB,grau,Enginyeria i arquitectura,DONA,Adscrit,0.695121951219512,0.2
20-21,PÚBLICA,UB,grau,Enginyeria i arquitectura,DONA,Integrat,0.8097727420563383,0.07711732711732713
20-21,PÚBLICA,UB,grau,Enginyeria i arquitectura,HOME,Adscrit,0.773130544993663,0.09375
20-21,PÚBLICA,UB,grau,Enginyeria i arquitectura,HOME,Integrat,0.7967851148113425,0.09943944943944932
20-21,PÚBLICA,UB,màster universitari,Arts i humanitats,DONA,Adscrit,0.762808707985322,0.112041467304625
20-21,PÚBLICA,UB,màster universitari,Arts i humanitats,DONA,Integrat,0.8401682890867883,0.1497038717339469
20-21,PÚBLICA,UB,màster universitari,Arts i humanitats,HOME,Adscrit,0.8246214477003591,0.0572196620583717
20-21,PÚBLICA,UB,màster universitari,Arts i humanitats,HOME,Integrat,0.8130316715989289,0.17597316704459562
20-21,PÚBLICA,UB,màster universitari,Ciències,DONA,Adscrit,0.850818094321463,0.0256410256410256
20-21,PÚBLICA,UB,màster universitari,Ciències,DONA,Integrat,0.9260575226236257,0.06517275230725521
20-21,PÚBLICA,UB,màster universitari,Ciències,HOME,Adscrit,0.874938088162457,0.0943396226415094
20-21,PÚBLICA,UB,màster universitari,Ciències,HOME,Integrat,0.897036490647613,0.07054875490548003
20-21,PÚBLICA,UB,màster universitari,Ciències de la salut,DONA,Adscrit,0.918639414276998,0.1
20-21,PÚBLICA,UB,màster universitari,Ciències de la salut,DONA,Integrat,0.9171961505223937,0.059600547933758206
20-21,PÚBLICA,UB,màster universitari,Ciències de la salut,HOME,Adscrit,0.9037339440406256,0.220486111111111
20-21,PÚBLICA,UB,màster universitari,Ciències de la salut,HOME,Integrat,0.9131448009532296,0.06474519632414363
20-21,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.8749039934926238,0.07685873274918559
20-21,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.938410988004873,0.061113482177125165
20-21,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.7785346835855063,0.06746031746031757
20-21,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9134413144323055,0.086889005425663
20-21,PÚBLICA,UB,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9541141492735452,0.0
20-21,PÚBLICA,UB,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9477767714964245,0.08578431372549017
20-21,PÚBLICA,UPC,grau,Arts i humanitats,DONA,Adscrit,0.975641025641026,0.0769230769230769
20-21,PÚBLICA,UPC,grau,Arts i humanitats,HOME,Adscrit,0.929978118161926,0.0769230769230769
20-21,PÚBLICA,UPC,grau,Ciències,DONA,Integrat,0.9356551083538523,0.121212121212121
20-21,PÚBLICA,UPC,grau,Ciències,HOME,Integrat,0.9655772295391879,0.0285714285714286
20-21,PÚBLICA,UPC,grau,Ciències de la salut,DONA,Integrat,0.833846152704949,0.0833333333333333
20-21,PÚBLICA,UPC,grau,Ciències de la salut,HOME,Integrat,0.7987629132795655,0.2
20-21,PÚBLICA,UPC,grau,Ciències socials i jurídiques,DONA,Adscrit,0.8854858243248053,0.0987854251012144
20-21,PÚBLICA,UPC,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8588808204979145,0.0912151616499443
20-21,PÚBLICA,UPC,grau,Enginyeria i arquitectura,DONA,Adscrit,0.95824205358763,0.0
20-21,PÚBLICA,UPC,grau,Enginyeria i arquitectura,DONA,Integrat,0.8278123510662123,0.13103909601312083
20-21,PÚBLICA,UPC,grau,Enginyeria i arquitectura,HOME,Adscrit,0.8917733799313946,0.10129104315150829
20-21,PÚBLICA,UPC,grau,Enginyeria i arquitectura,HOME,Integrat,0.8277103724341033,0.14693945999637756
20-21,PÚBLICA,UPC,màster universitari,Ciències,DONA,Integrat,0.9465966628944497,0.047619047619047665
20-21,PÚBLICA,UPC,màster universitari,Ciències,HOME,Integrat,0.9140858124433707,0.023809523809523798
20-21,PÚBLICA,UPC,màster universitari,Ciències de la salut,DONA,Integrat,0.98329853862213,0.04
20-21,PÚBLICA,UPC,màster universitari,Ciències de la salut,HOME,Integrat,0.932203389830508,0.0
20-21,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.987740254151427,0.010888888888888901
20-21,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.969230769230769,0.0425531914893617
20-21,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.9726573011774942,0.039370485036119694
20-21,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.969703770197487,0.025974025974026
20-21,PÚBLICA,UPC,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9242416514234527,0.11236566008237835
20-21,PÚBLICA,UPC,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9285760624056929,0.09312689157549567
20-21,PÚBLICA,UPF,grau,Arts i humanitats,DONA,Adscrit,0.961774875144065,0.0700636942675159
20-21,PÚBLICA,UPF,grau,Arts i humanitats,DONA,Integrat,0.8786874771358795,0.11643608996020774
20-21,PÚBLICA,UPF,grau,Arts i humanitats,HOME,Adscrit,0.910942681193747,0.0847457627118644
20-21,PÚBLICA,UPF,grau,Arts i humanitats,HOME,Integrat,0.8496907834869499,0.18011793698292575
20-21,PÚBLICA,UPF,grau,Ciències de la salut,DONA,Adscrit,0.9213541425230266,0.05925785424173822
20-21,PÚBLICA,UPF,grau,Ciències de la salut,DONA,Integrat,0.920832647695923,0.0438013915243517
20-21,PÚBLICA,UPF,grau,Ciències de la salut,HOME,Adscrit,0.8964004634421612,0.06294191919191913
20-21,PÚBLICA,UPF,grau,Ciències de la salut,HOME,Integrat,0.9477268401734285,0.0979166666666665
20-21,PÚBLICA,UPF,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9034459885347526,0.10871588053293489
20-21,PÚBLICA,UPF,grau,Ciències socials i jurídiques,DONA,Integrat,0.9480783265876278,0.04126321539532586
20-21,PÚBLICA,UPF,grau,Ciències socials i jurídiques,HOME,Adscrit,0.849443814308176,0.13907409029972748
20-21,PÚBLICA,UPF,grau,Ciències socials i jurídiques,HOME,Integrat,0.9302160230899305,0.08653909538922466
20-21,PÚBLICA,UPF,grau,Enginyeria i arquitectura,DONA,Adscrit,0.9234894328754452,0.0074074074074074
20-21,PÚBLICA,UPF,grau,Enginyeria i arquitectura,DONA,Integrat,0.889919732289214,0.01638795986622074
20-21,PÚBLICA,UPF,grau,Enginyeria i arquitectura,HOME,Adscrit,0.8790922990237375,0.10957586374253044
20-21,PÚBLICA,UPF,grau,Enginyeria i arquitectura,HOME,Integrat,0.8124345165131157,0.0865993265993267
20-21,PÚBLICA,UPF,màster universitari,Arts i humanitats,DONA,Integrat,0.9073875249870317,0.0997899085953274
20-21,PÚBLICA,UPF,màster universitari,Arts i humanitats,HOME,Integrat,0.8993597364204593,0.08717948717948718
20-21,PÚBLICA,UPF,màster universitari,Ciències,DONA,Adscrit,0.928571428571429,0.0714285714285714
20-21,PÚBLICA,UPF,màster universitari,Ciències,DONA,Integrat,0.857740585774059,0.166666666666667
20-21,PÚBLICA,UPF,màster universitari,Ciències,HOME,Adscrit,0.8,0.1
20-21,PÚBLICA,UPF,màster universitari,Ciències,HOME,Integrat,0.808080808080808,0.2
20-21,PÚBLICA,UPF,màster universitari,Ciències de la salut,DONA,Adscrit,1.0,0.0
20-21,PÚBLICA,UPF,màster universitari,Ciències de la salut,DONA,Integrat,0.9913898305084746,0.006666666666666659
20-21,PÚBLICA,UPF,màster universitari,Ciències de la salut,HOME,Adscrit,0.988095238095238,0.0
20-21,PÚBLICA,UPF,màster universitari,Ciències de la salut,HOME,Integrat,0.999562363238512,0.0
20-21,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.926519497942915,0.0793453550756687
20-21,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.834844441157728,0.06667695388109587
20-21,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.9260978401900828,0.08817034617935308
20-21,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.8011985438675137,0.09271503930312865
20-21,PÚBLICA,UPF,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9805288461538463,0.07272727272727272
20-21,PÚBLICA,UPF,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.923103251609609,0.050480769230769225
20-21,PÚBLICA,URV,grau,Arts i humanitats,DONA,Integrat,0.844721209697676,0.1567064506962205
20-21,PÚBLICA,URV,grau,Arts i humanitats,HOME,Integrat,0.8211369045559516,0.1596844675792045
20-21,PÚBLICA,URV,grau,Ciències,DONA,Integrat,0.8680725786639029,0.06379310344827588
20-21,PÚBLICA,URV,grau,Ciències,HOME,Integrat,0.8313721008291554,0.04654471544715446
20-21,PÚBLICA,URV,grau,Ciències de la salut,DONA,Adscrit,0.8773287024391934,0.11688311688311695
20-21,PÚBLICA,URV,grau,Ciències de la salut,DONA,Integrat,0.8360926656529232,0.0614260301821878
20-21,PÚBLICA,URV,grau,Ciències de la salut,HOME,Adscrit,0.7359305891593547,0.11170212765957448
20-21,PÚBLICA,URV,grau,Ciències de la salut,HOME,Integrat,0.756263211828879,0.05573336034165527
20-21,PÚBLICA,URV,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9263294204395975,0.1666666666666665
20-21,PÚBLICA,URV,grau,Ciències socials i jurídiques,DONA,Integrat,0.8760347311476866,0.08504838973478336
20-21,PÚBLICA,URV,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8578052110845484,0.1
20-21,PÚBLICA,URV,grau,Ciències socials i jurídiques,HOME,Integrat,0.815205184101607,0.10294443154645032
20-21,PÚBLICA,URV,grau,Enginyeria i arquitectura,DONA,Adscrit,0.865336658354115,0.0
20-21,PÚBLICA,URV,grau,Enginyeria i arquitectura,DONA,Integrat,0.6976556006421086,0.11640275367233888
20-21,PÚBLICA,URV,grau,Enginyeria i arquitectura,HOME,Adscrit,0.871827411167513,0.129032258064516
20-21,PÚBLICA,URV,grau,Enginyeria i arquitectura,HOME,Integrat,0.6436990334591747,0.18269640905468496
20-21,PÚBLICA,URV,màster universitari,Arts i humanitats,DONA,Integrat,0.7680206075609276,0.05058528428093635
20-21,PÚBLICA,URV,màster universitari,Arts i humanitats,HOME,Integrat,0.9546653731506164,0.0625
20-21,PÚBLICA,URV,màster universitari,Ciències,DONA,Integrat,0.9903846153846153,0.0
20-21,PÚBLICA,URV,màster universitari,Ciències,HOME,Integrat,0.9617688840722837,0.026495726495726502
20-21,PÚBLICA,URV,màster universitari,Ciències de la salut,DONA,Integrat,0.9512046227420057,0.023267973856209153
20-21,PÚBLICA,URV,màster universitari,Ciències de la salut,HOME,Integrat,0.8537824688683586,0.15
20-21,PÚBLICA,URV,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.8579201225554963,0.11530765241702748
20-21,PÚBLICA,URV,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.8080208214682727,0.17780254049111804
20-21,PÚBLICA,URV,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.8440555503699447,0.05712250712250714
20-21,PÚBLICA,URV,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.7191866642502533,0.23975376635687212
20-21,PÚBLICA,UdG,grau,Arts i humanitats,DONA,Adscrit,0.95,0.0833333333333333
20-21,PÚBLICA,UdG,grau,Arts i humanitats,DONA,Integrat,0.840063560681678,0.11405959594814079
20-21,PÚBLICA,UdG,grau,Arts i humanitats,HOME,Adscrit,0.814232902033272,0.166666666666667
